"ID","Time","Catholic","Protestant","OtherReligion","ReligiousNones","Unknown","NeverMarried","Married","Separated","Widowed","UnknownMaritalStatus","NoKid","HasKid","NoAnswerKid","GrossHHIncome","IncomeRatio","YesPayingJob","NoPayingJob","NoAnswerPayingJob","PoorIncome","ModerateIncome","HighIncome","UnknownIncome","RatioBelowPov","RatioLow","RatioMid","RatioHigh","RatioUnknown","NoNeedReligionForGoodValues","NeedReligionForGoodValues","SkippedOnGoodValues","YesObey","NoObey","SkippedOnObey","PrayMoreThanOnce","PrayLessThanOnce","SkippedOnPray","Rural","Urban","UnknownSpace","NoAnswerResidence","Time_year","sex","race","birth_month","birth_year","sample_type","Age"
1100,"1",0,1,0,0,0,0,0,0,0,1,0,0,1,4,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1997,2,1,2,1982,1,15
1100,"2",0,1,0,0,0,1,0,0,0,0,0,0,1,4,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,2005,2,1,2,1982,1,23
1100,"3",0,1,0,0,0,1,0,0,0,0,1,1,0,4,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,2008,2,1,2,1982,1,26
1100,"4",0,1,0,0,0,1,0,0,0,0,1,1,0,4,2,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,2011,2,1,2,1982,1,29
1101,"1",1,0,0,0,0,0,0,0,0,1,0,0,1,4,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1997,2,1,6,1982,1,15
1101,"2",0,1,0,0,0,1,0,0,0,0,0,1,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,2005,2,1,6,1982,1,23
1101,"3",0,1,0,0,0,1,0,0,0,0,1,1,0,4,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,2008,2,1,6,1982,1,26
1101,"4",0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,2011,2,1,6,1982,1,29
1102,"1",0,0,1,0,0,0,0,0,0,1,0,0,1,4,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1997,2,1,2,1984,1,13
1102,"2",0,0,0,1,0,1,0,0,0,0,1,1,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,2005,2,1,2,1984,1,21
1102,"3",0,0,1,0,0,1,0,0,0,0,1,1,0,4,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,2008,2,1,2,1984,1,24
1102,"4",0,0,0,1,0,1,0,0,0,0,1,1,0,4,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,2011,2,1,2,1984,1,27
1103,"1",0,0,0,1,0,0,0,0,0,1,0,0,1,4,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1997,2,2,10,1984,1,13
1103,"2",1,0,0,0,0,1,0,0,0,0,0,0,1,4,3,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,2005,2,2,10,1984,1,21
1103,"3",1,0,0,0,0,1,0,0,0,0,1,1,0,4,2,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,2008,2,2,10,1984,1,24
1103,"4",1,0,0,0,0,1,0,0,0,0,1,1,0,4,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,2011,2,2,10,1984,1,27
1104,"1",1,0,0,0,0,0,0,0,0,1,0,0,1,4,3,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1997,2,4,11,1981,1,16
1104,"2",0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,2005,2,4,11,1981,1,24
1104,"3",1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,2008,2,4,11,1981,1,27
1104,"4",1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,2011,2,4,11,1981,1,30
1105,"1",1,0,0,0,0,0,0,0,0,1,0,0,1,4,3,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1997,2,4,9,1983,1,14
1105,"2",0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,2005,2,4,9,1983,1,22
1105,"3",1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,2008,2,4,9,1983,1,25
1105,"4",1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,2011,2,4,9,1983,1,28
1106,"1",0,0,0,1,0,1,0,0,0,0,0,0,1,4,2,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1997,1,4,8,1980,1,17
1106,"2",0,1,0,0,0,1,0,0,0,0,0,0,1,4,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,2005,1,4,8,1980,1,25
1106,"3",0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,2008,1,4,8,1980,1,28
1106,"4",0,1,0,0,0,1,0,0,0,0,0,0,1,4,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,2011,1,4,8,1980,1,31
1107,"1",0,1,0,0,0,0,0,0,0,1,0,0,1,4,2,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1997,2,4,11,1982,1,15
1107,"2",0,0,0,1,0,1,0,0,0,0,1,1,0,4,3,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,2005,2,4,11,1982,1,23
1107,"3",0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,2008,2,4,11,1982,1,26
1107,"4",0,0,0,1,0,1,0,0,0,0,1,1,0,4,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,2011,2,4,11,1982,1,29
1108,"1",1,0,0,0,0,0,0,0,0,1,0,0,1,4,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1997,1,3,8,1983,1,14
1108,"2",1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,2005,1,3,8,1983,1,22
1108,"3",1,0,0,0,0,1,0,0,0,0,0,0,1,4,4,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,2008,1,3,8,1983,1,25
1108,"4",1,0,0,0,0,0,1,0,0,0,1,1,0,4,4,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,2011,1,3,8,1983,1,28
1109,"1",1,0,0,0,0,0,0,0,0,1,0,0,1,4,3,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1997,2,4,8,1984,1,13
1109,"2",1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,2005,2,4,8,1984,1,21
1109,"3",1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,2008,2,4,8,1984,1,24
1109,"4",1,0,0,0,0,0,1,0,0,0,1,1,0,4,4,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,2011,2,4,8,1984,1,27
1110,"1",0,1,0,0,0,0,0,0,0,1,0,0,1,4,4,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1997,1,4,3,1981,1,16
1110,"2",0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,2005,1,4,3,1981,1,24
1110,"3",0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,2008,1,4,3,1981,1,27
1110,"4",0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,2011,1,4,3,1981,1,30
1111,"1",0,1,0,0,0,0,0,0,0,1,0,0,1,4,4,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1997,1,4,11,1984,1,13
1111,"2",0,1,0,0,0,1,0,0,0,0,0,0,1,4,4,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,2005,1,4,11,1984,1,21
1111,"3",0,1,0,0,0,1,0,0,0,0,0,0,1,4,3,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,2008,1,4,11,1984,1,24
1111,"4",0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,1,0,0,2011,1,4,11,1984,1,27
1112,"1",1,0,0,0,0,0,0,0,0,1,0,0,1,4,4,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1997,1,4,10,1981,1,16
1112,"2",0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,2005,1,4,10,1981,1,24
1112,"3",0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,2008,1,4,10,1981,1,27
1112,"4",1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,2011,1,4,10,1981,1,30
1113,"1",0,1,0,0,0,0,0,0,0,1,0,0,1,4,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1997,1,4,3,1981,1,16
1113,"2",0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0,0,2005,1,4,3,1981,1,24
1113,"3",0,0,0,1,0,1,0,0,0,0,0,0,1,4,4,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,2008,1,4,3,1981,1,27
1113,"4",0,0,0,1,0,1,0,0,0,0,0,0,1,4,4,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,2011,1,4,3,1981,1,30
1114,"1",0,1,0,0,0,0,0,0,0,1,0,0,1,4,4,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1997,2,2,1,1983,1,14
1114,"2",0,1,0,0,0,0,1,0,0,0,1,1,0,4,4,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,2005,2,2,1,1983,1,22
1114,"3",0,1,0,0,0,0,1,0,0,0,1,1,0,4,4,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,2008,2,2,1,1983,1,25
1114,"4",0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,2011,2,2,1,1983,1,28
1115,"1",0,0,0,1,0,0,0,0,0,1,0,0,1,4,4,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1997,1,4,9,1982,1,15
1115,"2",0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,1,0,1,0,0,0,2005,1,4,9,1982,1,23
1115,"3",0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,2008,1,4,9,1982,1,26
1115,"4",0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,2011,1,4,9,1982,1,29
1116,"1",1,0,0,0,0,0,0,0,0,1,0,0,1,4,4,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1997,2,4,7,1983,1,14
1116,"2",1,0,0,0,0,1,0,0,0,0,0,0,1,4,4,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,2005,2,4,7,1983,1,22
1116,"3",1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,2008,2,4,7,1983,1,25
1116,"4",1,0,0,0,0,0,1,0,0,0,1,1,0,4,4,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,2011,2,4,7,1983,1,28
1117,"1",1,0,0,0,0,0,0,0,0,1,0,0,1,4,4,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1997,1,4,12,1984,1,13
1117,"2",1,0,0,0,0,1,0,0,0,0,0,0,1,4,4,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,2005,1,4,12,1984,1,21
1117,"3",1,0,0,0,0,1,0,0,0,0,0,0,1,4,4,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,2008,1,4,12,1984,1,24
1117,"4",1,0,0,0,0,1,0,0,0,0,0,0,1,4,3,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,2011,1,4,12,1984,1,27
1118,"1",0,0,0,1,0,1,0,0,0,0,0,0,1,4,3,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1997,2,4,2,1980,1,17
1118,"2",0,0,0,1,0,1,0,0,0,0,0,0,1,4,3,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,2005,2,4,2,1980,1,25
1118,"3",0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,2008,2,4,2,1980,1,28
1118,"4",0,0,0,1,0,1,0,0,0,0,0,0,1,4,4,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,2011,2,4,2,1980,1,31
1119,"1",1,0,0,0,0,0,0,0,0,1,0,0,1,4,3,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1997,2,2,12,1983,1,14
1119,"2",0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,2005,2,2,12,1983,1,22
1119,"3",0,0,1,0,0,1,0,0,0,0,0,0,1,4,4,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,2008,2,2,12,1983,1,25
1119,"4",0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,2011,2,2,12,1983,1,28
1120,"1",1,0,0,0,0,1,0,0,0,0,0,0,1,4,4,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1997,2,4,7,1980,1,17
1120,"2",1,0,0,0,0,1,0,0,0,0,0,0,1,4,4,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,2005,2,4,7,1980,1,25
1120,"3",0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,2008,2,4,7,1980,1,28
1120,"4",0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,2011,2,4,7,1980,1,31
1121,"1",1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1997,2,4,7,1984,1,13
1121,"2",0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,2005,2,4,7,1984,1,21
1121,"3",0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,2008,2,4,7,1984,1,24
1121,"4",0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,2011,2,4,7,1984,1,27
1122,"1",1,0,0,0,0,1,0,0,0,0,0,0,1,4,3,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1997,1,4,7,1980,1,17
1122,"2",1,0,0,0,0,1,0,0,0,0,0,0,1,4,3,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,2005,1,4,7,1980,1,25
1122,"3",1,0,0,0,0,0,1,0,0,0,0,0,1,4,4,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,2008,1,4,7,1980,1,28
1122,"4",0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,2011,1,4,7,1980,1,31
1123,"1",1,0,0,0,0,0,0,0,0,1,0,0,1,4,3,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1997,2,4,11,1984,1,13
1123,"2",0,1,0,0,0,1,0,0,0,0,0,0,1,4,4,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,2005,2,4,11,1984,1,21
1123,"3",0,1,0,0,0,1,0,0,0,0,0,0,1,4,4,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,2008,2,4,11,1984,1,24
1123,"4",1,0,0,0,0,1,0,0,0,0,0,0,1,4,4,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,2011,2,4,11,1984,1,27
1124,"1",0,0,0,1,0,0,0,0,0,1,0,0,1,4,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1997,1,2,9,1982,1,15
1124,"2",0,0,0,1,0,1,0,0,0,0,0,0,1,1,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,2005,1,2,9,1982,1,23
1124,"3",0,0,0,1,0,1,0,0,0,0,0,0,1,4,2,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,2008,1,2,9,1982,1,26
1124,"4",1,0,0,0,0,1,0,0,0,0,0,0,1,4,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,2011,1,2,9,1982,1,29
1125,"1",1,0,0,0,0,0,0,0,0,1,0,0,1,4,4,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1997,1,1,5,1983,1,14
1125,"2",0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,2005,1,1,5,1983,1,22
1125,"3",0,1,0,0,0,1,0,0,0,0,0,0,1,4,3,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,2008,1,1,5,1983,1,25
1125,"4",0,1,0,0,0,1,0,0,0,0,0,0,1,4,3,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,2011,1,1,5,1983,1,28
1126,"1",0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1997,1,1,7,1980,1,17
1126,"2",0,1,0,0,0,1,0,0,0,0,0,0,1,4,4,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,2005,1,1,7,1980,1,25
1126,"3",0,1,0,0,0,0,1,0,0,0,1,1,0,4,4,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,2008,1,1,7,1980,1,28
1126,"4",0,1,0,0,0,0,1,0,0,0,1,1,0,4,4,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,2011,1,1,7,1980,1,31
1127,"1",0,1,0,0,0,0,0,0,0,1,0,0,1,4,2,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1997,2,1,8,1982,1,15
1127,"2",0,1,0,0,0,1,0,0,0,0,1,1,0,4,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,2005,2,1,8,1982,1,23
1127,"3",0,1,0,0,0,1,0,0,0,0,1,1,0,4,2,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,2008,2,1,8,1982,1,26
1127,"4",0,1,0,0,0,1,0,0,0,0,1,1,0,4,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,2011,2,1,8,1982,1,29
1128,"1",1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,1997,2,1,11,1984,1,13
1128,"2",1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,2005,2,1,11,1984,1,21
1128,"3",0,1,0,0,0,1,0,0,0,0,0,0,1,4,3,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,2008,2,1,11,1984,1,24
1128,"4",0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0,0,2011,2,1,11,1984,1,27
1129,"1",0,1,0,0,0,0,0,0,0,1,0,0,1,4,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1997,1,4,5,1983,1,14
1129,"2",0,1,0,0,0,0,1,0,0,0,0,0,1,4,3,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,2005,1,4,5,1983,1,22
1129,"3",0,1,0,0,0,0,1,0,0,0,1,1,0,4,3,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,2008,1,4,5,1983,1,25
1129,"4",0,0,0,1,0,0,1,0,0,0,1,1,0,4,4,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,2011,1,4,5,1983,1,28
1130,"1",0,1,0,0,0,0,0,0,0,1,0,0,1,4,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1997,1,4,10,1984,1,13
1130,"2",0,0,0,1,0,1,0,0,0,0,0,0,1,4,4,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,2005,1,4,10,1984,1,21
1130,"3",0,1,0,0,0,1,0,0,0,0,0,0,1,4,2,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,2008,1,4,10,1984,1,24
1130,"4",0,1,0,0,0,1,0,0,0,0,0,0,1,4,3,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,2011,1,4,10,1984,1,27
1131,"1",0,0,0,1,0,0,0,0,0,1,0,0,1,4,4,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1997,1,4,5,1983,1,14
1131,"2",0,0,0,1,0,1,0,0,0,0,0,0,1,4,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,2005,1,4,5,1983,1,22
1131,"3",0,0,0,1,0,1,0,0,0,0,0,0,1,4,2,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,2008,1,4,5,1983,1,25
1131,"4",0,0,0,1,0,1,0,0,0,0,0,0,1,4,2,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,2011,1,4,5,1983,1,28
1132,"1",1,0,0,0,0,0,0,0,0,1,0,0,1,4,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1997,2,4,2,1981,1,16
1132,"2",0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,2005,2,4,2,1981,1,24
1132,"3",0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,2008,2,4,2,1981,1,27
1132,"4",0,1,0,0,0,0,1,0,0,0,1,1,0,4,3,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,2011,2,4,2,1981,1,30
1133,"1",1,0,0,0,0,0,0,0,0,1,0,0,1,4,4,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1997,2,4,12,1982,1,15
